Address,Type,Area,Price,Bedroom,Toilet,Floor,Furniture,Direction,Legal,Posting date,Expiry date,Ad type,Ad code
"Masteri Thảo Điền, Xa Lộ Hà Nội, Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"74,7 m²",Thỏa thuận,2 phòng,,,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,29/04/2025,06/05/2025,Tin thường,42708786
"Dự án  The Manhattan Glory, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,47 m²,"1,82 tỷ",,,,Full,,Sổ hồng,29/04/2025,14/05/2025,Tin VIP Kim Cương,41790633
"The Marq, 29B, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,"73,87 m²","15,88 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,29/04/2025,14/05/2025,Tin VIP Kim Cương,42857763
"The Origami - Vinhomes Grand Park, Phước Thiện, Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"59,2 m²","3,14 tỷ",2 phòng,,,,,Hợp đồng mua bán,06/05/2025,13/05/2025,Tin VIP Kim Cương,42857593
"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,78 tỷ",2 phòng,,,Không nội thất,,Hợp đồng mua bán,29/04/2025,14/05/2025,Tin VIP Kim Cương,42100966
"Dự án Dream Home Riverside, Đường Nguyễn Văn Linh, Phường 7, Quận 8, Hồ Chí Minh",Căn hộ chung cư,62 m²,"1,45 tỷ",2 phòng,,,Cơ bản,Đông - Nam,Hợp đồng mua bán,29/04/2025,09/05/2025,Tin thường,42855627
"Vườn Lài Village, Vườn Lài, An Phú Đông, Quận 12, Hồ Chí Minh",Nhà riêng,"53,3 m²","4,85 tỷ",2 phòng,,1 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,08/05/2025,18/05/2025,Tin VIP Kim Cương,42854601
"New City Thủ Thiêm, 17, Đường Mai Chí Thọ, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,61 m²,"5,5 tỷ",2 phòng,,,Full.,,HĐMB,09/05/2025,19/05/2025,Tin thường,42670850
"Dự án The Galleria Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,94 m²,"18,5 tỷ",3 phòng,,,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,08/05/2025,18/05/2025,Tin VIP Vàng,42591930
"Đường 23, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Đất bán,120 m²,"13,3 tỷ",,,,,Đông - Nam,Sổ đỏ/ Sổ hồng,07/05/2025,17/05/2025,Tin VIP Vàng,42852457
"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,70 m²,Thỏa thuận,2 phòng,,,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,06/05/2025,13/05/2025,Tin VIP Vàng,42853084
"Đường Trường Chinh, Phường 15, Tân Bình, Hồ Chí Minh",Nhà riêng,132 m²,19 tỷ,13 phòng,,5 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,28/04/2025,08/05/2025,Tin thường,42843759
"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"58,7 m²","3,29 tỷ",2 phòng,,,,,Hợp đồng mua bán,07/05/2025,14/05/2025,Tin VIP Vàng,42850692
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"59,6 m²","7,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42825173
"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,94 m²,"8,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42524046
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,"66,6 m²","7,47 tỷ",4 phòng,,3 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42638145
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,72 m²,"12,6 tỷ",8 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42817784
"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,"154,7 m²","1,65 tỷ",,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,42674620
"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,75 m²,9 tỷ,2 phòng,,,"Nội thất cơ bản gồm: Hệ thống máy lạnh âm trần, tủ quần áo, bếp điện từ, lò nướng, máy hút mùi.",,Hợp đồng mua bán.,05/05/2025,12/05/2025,Tin VIP Kim Cương,41007787
"Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Shophouse nhà phố thương mại,700 m²,104 triệu/m²,,,1 tầng,Cơ bản,,Hợp đồng mua bán,28/04/2025,05/05/2025,Tin thường,42849452
"Dự án Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,46 m²,"45,9 triệu/m²",1 phòng,,,Cơ bản,,Hợp đồng mua bán,08/05/2025,15/05/2025,Tin VIP Kim Cương,42788169
"Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh",Nhà mặt phố,70 m²,"8,9 tỷ",,,,,,,28/04/2025,08/05/2025,Tin thường,42848521
"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Căn hộ chung cư,70 m²,16 tỷ,2 phòng,,,Đầy đủ,,,28/04/2025,08/05/2025,Tin thường,42686791
"1/2A, Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,56 m²,"9,5 tỷ",4 phòng,,3 tầng,Full nội thất,Đông,Sổ hồng riêng,28/04/2025,05/05/2025,Tin thường,42846516
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",68 m²,"9,9 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,28/04/2025,05/05/2025,Tin thường,42845342
"Eaton Park, Mai Chí Thọ, An Phú, Quận 2, Hồ Chí Minh",Shophouse nhà phố thương mại,153 m²,41 tỷ,,,,,,,05/05/2025,12/05/2025,Tin VIP Kim Cương,42644781
"Dự án The Marq, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,110 m²,"19,66 tỷ",3 phòng,,,Cơ bản,Đông - Nam,Sổ đỏ/ Sổ hồng,27/04/2025,12/05/2025,Tin VIP Kim Cương,42841773
"Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Căn hộ chung cư,60 m²,"2,7 tỷ",1 phòng,,,Cơ bản,,,27/04/2025,07/05/2025,Tin thường,42840992
"Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,70 m²,Thỏa thuận,2 phòng,,,,,,27/04/2025,12/05/2025,Tin VIP Kim Cương,42840375
"The Privé, Song Hành, An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,70 m²,Thỏa thuận,2 phòng,,,Đầy đủ,,Hợp đồng mua bán,27/04/2025,12/05/2025,Tin VIP Kim Cương,42840294
"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,2 tỷ",2 phòng,,,,,Hợp đồng mua bán,27/04/2025,12/05/2025,Tin VIP Kim Cương,42839743
"Số H28, Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh","Nhà biệt thự, liền kề",200 m²,"15,8 tỷ",5 phòng,,3 tầng,Đầy đủ,,Có sổ.,26/04/2025,06/05/2025,Tin thường,42806222
"Vinhomes Central Park, Điện Biên Phủ, 22, Bình Thạnh, Hồ Chí Minh","Nhà biệt thự, liền kề",300 m²,180 tỷ,4 phòng,,3 tầng,,,Sổ đỏ/ Sổ hồng,26/04/2025,11/05/2025,Tin VIP Kim Cương,42838659
"Dự án The Metropole, Đường Trần Bạch Đằng, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,83 m²,"16,5 tỷ",2 phòng,,,,,,08/05/2025,18/05/2025,Tin VIP Kim Cương,40484497
"Đường Số 275, Phường Long Bình, Quận 9, Hồ Chí Minh",Đất bán,"66,1 m²","4,1 tỷ",,,,,Tây - Nam,Sổ đỏ/ Sổ hồng,26/04/2025,06/05/2025,Tin thường,42325566
"Tara Residence, số 1A, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Căn hộ chung cư,68 m²,"3,05 tỷ",2 phòng,,,,,Sổ đỏ/ Sổ hồng,26/04/2025,11/05/2025,Tin VIP Kim Cương,42618398
"Đường Đào Sư Tích, Xã Phước Lộc, Nhà Bè, Hồ Chí Minh",Đất bán,"408,3 m²",30 tỷ,,,,,,Có sổ.,26/04/2025,11/05/2025,Tin VIP Kim Cương,42678120
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"59,6 m²","7,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42825173
"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,94 m²,"8,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42524046
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,"66,6 m²","7,47 tỷ",4 phòng,,3 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42638145
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,72 m²,"12,6 tỷ",8 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42817784
"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,"154,7 m²","1,65 tỷ",,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,42674620
"Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",149 m²,"17,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42828953
"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Căn hộ chung cư,88 m²,"9,2 tỷ",2 phòng,,,Đầy đủ.,,Sổ đỏ/ Sổ hồng,25/04/2025,10/05/2025,Tin VIP Kim Cương,42633288
"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",Căn hộ chung cư,56 m²,"2,9 tỷ",2 phòng,,,Nội Thất Bàn Giao Hoàn Thiện,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,40891843
"Đường Thạnh Xuân 12, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Nhà riêng,373 m²,16 tỷ,,,,,,"Sổ đỏ ,sổ hồng",22/04/2025,07/05/2025,Tin thường,42795042
"Đường Võ Văn Hát, Phường Long Trường, Quận 9, Hồ Chí Minh","Kho, nhà xưởng",218 m²,"15,5 tỷ",,,,,Tây - Nam,Sổ đỏ/ Sổ hồng,21/04/2025,06/05/2025,Tin thường,42790436
"Phường Thảo Điền, Quận 2, Hồ Chí Minh",Nhà riêng,117 m²,26 tỷ,6 phòng,,4 tầng,Đầy đủ,Tây,Sổ đỏ/ Sổ hồng,08/05/2025,18/05/2025,Tin VIP Vàng,41003534
"145/12a, Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"90,2 m²",31 tỷ,14 phòng,,7 tầng,,,Sổ đỏ/sổ hồng.,21/04/2025,06/05/2025,Tin thường,42783344
"Dự án The Peak Garden, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Căn hộ chung cư,75 m²,Thỏa thuận,2 phòng,,,Đầy đủ,Nam,Hợp đồng mua bán,04/05/2025,11/05/2025,Tin VIP Vàng,42352891
"Hẻm 48, Đường Đặng Nhữ Lâm, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,"45,1 m²","3,98 tỷ",2 phòng,,2 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42546786
"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,105 m²,"11,7 tỷ",2 phòng,,,,,Hợp đồng mua bán,30/04/2025,15/05/2025,Tin VIP Vàng,41652145
"Dự án Thủ Thiêm Zeit River, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"215,71 m²","50,8 tỷ",4 phòng,,,Cơ bản,,Hợp đồng mua bán,08/05/2025,15/05/2025,Tin VIP Bạc,36008464
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,80 m²,"7,3 tỷ",2 phòng,,,Đầy đủ,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42878398
"Dự án Vạn Xuân Tam Bình, Đường 7, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",Nhà riêng,"143,9 m²","9,5 tỷ",4 phòng,,3 tầng,"Nội thất như hình đầy đủ tiện nghi: Tủ, bàn, máy lạnh, tủ lạnh, giường, máy giặt, sofa, bàn ăn tất cả đã sẵn sàng!",Tây - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42878377
"The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Căn hộ chung cư,83 m²,"4,8 tỷ",3 phòng,,,Cơ bản,,Đang chờ sổ,04/05/2025,11/05/2025,Tin VIP Vàng,42583854
"Đường Bùi Hữu Nghĩa, Phường 2, Bình Thạnh, Hồ Chí Minh",Nhà riêng,120 m²,12 tỷ,5 phòng,,4 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,05/05/2025,Tin thường,42878288
"Đường 10, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",Nhà riêng,103 m²,"7,6 tỷ",2 phòng,,1 tầng,Cơ bản,Tây - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,19/05/2025,Tin VIP Vàng,42878151
"Lavida Plus, Nguyễn Văn Linh, Tân Phong, Quận 7, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,5 tỷ",2 phòng,,,,,,04/05/2025,11/05/2025,Tin VIP Vàng,42877938
"37/9 Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",Nhà riêng,"168,2 m²",14 tỷ,7 phòng,,1 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42783990
"Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Nhà biệt thự, liền kề",105 m²,"10,8 tỷ",,,,,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42877630
"Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",Nhà riêng,80 m²,"6,05 tỷ",3 phòng,,3 tầng,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42877710
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"59,6 m²","7,5 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42825173
"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,94 m²,"8,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42524046
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Nhà riêng,"66,6 m²","7,47 tỷ",4 phòng,,3 tầng,Đầy đủ,Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42638145
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,72 m²,"12,6 tỷ",8 phòng,,5 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42817784
"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Đất bán,"154,7 m²","1,65 tỷ",,,,,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,42674620
"Dự án Park View, Đường Nguyễn Đức Cảnh, Phường Tân Phú, Quận 7, Hồ Chí Minh",Căn hộ chung cư,101 m²,"7,7 tỷ",3 phòng,,,,,,04/05/2025,11/05/2025,Tin VIP Vàng,42877487
"Mỹ Phát, Nguyễn Đức Cảnh, Tân Phong, Quận 7, Hồ Chí Minh",Căn hộ chung cư,137 m²,"11,2 tỷ",3 phòng,,,,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42877391
"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà mặt phố,143 m²,"16,8 tỷ",3 phòng,,2 tầng,,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,37714881
"Dự án Vinhomes Grand Park, Đường M1, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",432 m²,81 tỷ,,,3 tầng,Cơ bản,,Hợp đồng mua bán,04/05/2025,14/05/2025,Tin VIP Vàng,42877060
"Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",Nhà riêng,52 m²,"5,8 tỷ",3 phòng,,2 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin VIP Vàng,42465375
"Lumiere Riverside, Võ Nguyên Giáp, An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,77 m²,"9,4 tỷ",2 phòng,,,Đầy đủ,,Hợp đồng mua bán,04/05/2025,14/05/2025,Tin VIP Vàng,42876985
"37-39 Đường 12, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh","Kho, nhà xưởng",5.564 m²,210 tỷ,,,,Cơ bản,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin VIP Vàng,42876964
"Đường Ấp Chánh 1, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",Nhà mặt phố,"124,2 m²","8,8 tỷ",5 phòng,,4 tầng,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin VIP Vàng,42876905
"Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Nhà riêng,465 m²,"17,9 tỷ",48 phòng,,3 tầng,,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,32052901
"Bách Khoa, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Đất nền dự án,182 m²,65 triệu/m²,,,,,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin VIP Vàng,41226427
"Sunwah Pearl, Nguyễn Hữu Cảnh, 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,87 m²,"13,4 tỷ",2 phòng,,,,,Hợp đồng mua bán,04/05/2025,05/05/2025,Tin thường,42864839
"Đường Đinh Thị Thi, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Nhà mặt phố,"69,3 m²",14 tỷ,2 phòng,,2 tầng,Cơ bản.,Đông - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42876408
"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Căn hộ chung cư,124 m²,"7,3 tỷ",3 phòng,,,Đầy đủ.,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,41441025
"Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Căn hộ chung cư,53 m²,"8,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,42640754
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,110 m²,9 tỷ,3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,41854582
"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,78 m²,"4,1 tỷ",2 phòng,,,Đầy đủ,,Hợp đồng mua bán,04/05/2025,19/05/2025,Tin VIP Vàng,41781835
"Dự án Prosper Plaza, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Căn hộ chung cư,54 m²,2 tỷ,2 phòng,,,,,,04/05/2025,14/05/2025,Tin VIP Vàng,28820195
"Vinhomes Golden River Ba Son, Số 2, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Căn hộ chung cư,160 m²,43 tỷ,4 phòng,,,Đầy đủ,Đông - Bắc,Sổ đỏ/ Sổ hồng,04/05/2025,11/05/2025,Tin VIP Vàng,38877505
"Dự án Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",Căn hộ chung cư,81 m²,"3,7 tỷ",2 phòng,,,,,Hợp đồng mua bán,04/05/2025,11/05/2025,Tin VIP Vàng,42085800
"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Căn hộ chung cư,67 m²,"3,5 tỷ",2 phòng,,,Full nội thất.,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin VIP Vàng,37795101
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"284,5 m²",22 tỷ,13 phòng,,3 tầng,,Đông,Sổ đỏ/ Sổ hồng,25/04/2025,05/05/2025,Tin thường,42824758
